,title,rank,date,artist,url,region,chart,trend,streams,date_objects
25235844,"+82 (Prod. Dynamicduo, THAMA)",35,2021-12-31,"Paloalto, GIRIBOY, JUSTHIS, lIlBOI, DJ Wegun",https://open.spotify.com/track/2fDv60k440Zif7SzI6jXUw,South Korea,viral50,MOVE_DOWN,,2021-12-31
25235845,Mirror Mirror,36,2021-12-31,"F.HERO, MILLI, Changbin of Stray Kids",https://open.spotify.com/track/59WuWdDH06AYXgdoMENEa3,South Korea,viral50,MOVE_DOWN,,2021-12-31
25235846,Killing Me,37,2021-12-31,CHUNG HA,https://open.spotify.com/track/3QD0Y1tTngihByjdWC99lG,South Korea,viral50,MOVE_DOWN,,2021-12-31
25235847,It'll Be Okay,38,2021-12-31,Shawn Mendes,https://open.spotify.com/track/2KnLkZ3z7PO3kgVGHGqDpD,South Korea,viral50,MOVE_UP,,2021-12-31
25235848,Toxic,39,2021-12-31,BoyWithUke,https://open.spotify.com/track/2gQPv5jvVPqU2a9HhMNO1v,South Korea,viral50,MOVE_UP,,2021-12-31
25235849,The First Snow,40,2021-12-31,EXO,https://open.spotify.com/track/2VNpT9fRk1kyksT0S4coZR,South Korea,viral50,MOVE_DOWN,,2021-12-31
25235850,Just do it,41,2021-12-31,BSS,https://open.spotify.com/track/57ITlzpnOMkSE6oHGbvTqi,South Korea,viral50,NEW_ENTRY,,2021-12-31
25235851,Nothing,42,2021-12-31,Bruno Major,https://open.spotify.com/track/2IAR0DziHCjSu16gR4ihvy,South Korea,viral50,MOVE_DOWN,,2021-12-31
25235852,Wake Up (Prod. CODE KUNST),43,2021-12-31,"Gaeko, Ourealgoat, SINCE, Ahn byeong woong, Tabber, Gwangil Jo",https://open.spotify.com/track/3ijq6sRH7PgRabMb83VvQO,South Korea,viral50,MOVE_UP,,2021-12-31
25235853,2011,44,2021-12-31,5 Seconds of Summer,https://open.spotify.com/track/5GzpstdtupjJcu0JR5j3v6,South Korea,viral50,NEW_ENTRY,,2021-12-31
25235854,Pirate,45,2021-12-31,EVERGLOW,https://open.spotify.com/track/0Vu5tjvXZX3qtzRiezxLi1,South Korea,viral50,NEW_ENTRY,,2021-12-31
25235855,명사수,46,2021-12-31,Jung Sangsoo,https://open.spotify.com/track/1xAMWDyAOH1QflfR5lw0aG,South Korea,viral50,NEW_ENTRY,,2021-12-31
25235856,"Waterbomb (Feat. Gaeko, Nucksal) (Prod. CODE KUNST)",47,2021-12-31,Gwangil Jo,https://open.spotify.com/track/4iMaBhUaR1xfkobeLEEQyx,South Korea,viral50,NEW_ENTRY,,2021-12-31
25235857,Manila,48,2021-12-31,Young Cocoa,https://open.spotify.com/track/7IxZrtE0lrlqLrAYfEKI4n,South Korea,viral50,MOVE_DOWN,,2021-12-31
25235858,How Do I Live (feat. FR:EDEN),49,2021-12-31,Joob A,https://open.spotify.com/track/4tr78soMZSat7OV5RUk9pm,South Korea,viral50,NEW_ENTRY,,2021-12-31
25235859,Butter (Holiday Remix),50,2021-12-31,BTS,https://open.spotify.com/track/3IA9LkBEVhJDOxOnh1nf8a,South Korea,viral50,MOVE_DOWN,,2021-12-31
25235860,TO THE,1,2021-12-31,GoldSkull,https://open.spotify.com/track/3kvm9xedJN0uVx9kFmcFdf,Spain,viral50,SAME_POSITION,,2021-12-31
25235861,Hijos de P (with El Xokas),2,2021-12-31,MSG - Martin y Mario,https://open.spotify.com/track/7oK6CQBLHvfvGECWpHoqy1,Spain,viral50,SAME_POSITION,,2021-12-31
25235862,No se habla de Bruno,3,2021-12-31,"Carolina Gaitán - La Gaita, Mauro Castillo, Daniela Sierra, Juanse Diez, Isabel Garcés, Olga Lucía Vives, Encanto - Elenco",https://open.spotify.com/track/5QKk5N5xJQGsWMhPM80Kfv,Spain,viral50,SAME_POSITION,,2021-12-31
25235863,Love Grows (Where My Rosemary Goes),4,2021-12-31,Edison Lighthouse,https://open.spotify.com/track/5Ts1DYOuouQLgzTaisxWYh,Spain,viral50,SAME_POSITION,,2021-12-31
25235864,"30/90 (from ""tick, tick... BOOM!"" Soundtrack from the Netflix Film)",5,2021-12-31,"Andrew Garfield, Joshua Henry, Vanessa Hudgens, Robin de Jesus, Alexandra Shipp, MJ Rodriguez",https://open.spotify.com/track/55MIRLbZzpYSmMlRt9ZDWM,Spain,viral50,SAME_POSITION,,2021-12-31
25235865,TITAN,6,2021-12-31,Salastkbron,https://open.spotify.com/track/5fBQLapwAPSLw27STml9kr,Spain,viral50,MOVE_UP,,2021-12-31
25235866,We Don't Talk About Bruno,7,2021-12-31,"Carolina Gaitán - La Gaita, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz, Encanto - Cast",https://open.spotify.com/track/52xJxFP6TqMuO4Yt0eOkMz,Spain,viral50,MOVE_UP,,2021-12-31
25235867,I AM WOMAN,8,2021-12-31,Emmy Meli,https://open.spotify.com/track/3nOz1U41SZZ0N3fuUWr9nb,Spain,viral50,MOVE_DOWN,,2021-12-31
25235868,Inténtalo (feat. América Sierra & El Bebeto),9,2021-12-31,"3BallMTY, América Sierra",https://open.spotify.com/track/61aPpbJMAD5BjWkiHeX9R6,Spain,viral50,SAME_POSITION,,2021-12-31
25235869,Secreto de Agua,10,2021-12-31,"Blanca Paloma Ramos Baeza, Antón Serrats Monereo, Tomás Virgós Navarro, Pablo Serrano Carballido",https://open.spotify.com/track/6AMJsJnGu4LbjFgN03ghNQ,Spain,viral50,SAME_POSITION,,2021-12-31
25235870,Surface Pressure,11,2021-12-31,Jessica Darrow,https://open.spotify.com/track/760jhRscwGbIIe1m1IIQpU,Spain,viral50,MOVE_UP,,2021-12-31
25235871,abcdefu,12,2021-12-31,GAYLE,https://open.spotify.com/track/4fouWK6XVHhzl78KzQ1UjL,Spain,viral50,MOVE_UP,,2021-12-31
25235872,Imaginate,13,2021-12-31,"Santos 912, Ceaxe, Franckvit",https://open.spotify.com/track/4VrrlwWikHeBOyo77K0UmR,Spain,viral50,SAME_POSITION,,2021-12-31
25235873,En lo profundo/Peso,14,2021-12-31,Sugey Torres,https://open.spotify.com/track/4mEIqavz99DpHXxi3wK46I,Spain,viral50,MOVE_UP,,2021-12-31
25235874,Do It To It,15,2021-12-31,"ACRAZE, Cherish",https://open.spotify.com/track/20on25jryn53hWghthWWW3,Spain,viral50,MOVE_UP,,2021-12-31
25235875,Fiesta de Nochebuena,16,2021-12-31,"Así Canta Jerez, Luis de Perikin",https://open.spotify.com/track/2Phqjyei1oiSKpn19b0hq2,Spain,viral50,MOVE_DOWN,,2021-12-31
25235876,La familia Madrigal,17,2021-12-31,"Olga Lucía Vives, Yaneth Waldman, Encanto - Elenco",https://open.spotify.com/track/6740sbqgB64LZopHUEiBG8,Spain,viral50,MOVE_UP,,2021-12-31
25235877,No Te Deseo el Mal,18,2021-12-31,"Eladio Carrion, KAROL G",https://open.spotify.com/track/3HQxzXOb4p9pfpD5gP38D5,Spain,viral50,SAME_POSITION,,2021-12-31
25235878,ELEVEN,19,2021-12-31,IVE,https://open.spotify.com/track/7n2FZQsaLb7ZRfRPfEeIvr,Spain,viral50,MOVE_UP,,2021-12-31
25235879,Swimming Pool,20,2021-12-31,Marie Madeleine,https://open.spotify.com/track/3BMqVk2NJbH4fxf84e8kDC,Spain,viral50,MOVE_UP,,2021-12-31
25235880,Formentera,21,2021-12-31,"Aitana, Nicki Nicole",https://open.spotify.com/track/3nfICwo20uiFdEGzgNUSrG,Spain,viral50,MOVE_UP,,2021-12-31
25235881,La Ultima Vez,22,2021-12-31,Anuel2ble,https://open.spotify.com/track/1QNRTXKMxYP7J97cGtUqPQ,Spain,viral50,MOVE_UP,,2021-12-31
25235882,Música Ligera,23,2021-12-31,Ana Mena,https://open.spotify.com/track/1lMuQJHBznRfq7GdQrIQN4,Spain,viral50,MOVE_UP,,2021-12-31
25235883,Die For You,24,2021-12-31,"VALORANT, Grabbitz",https://open.spotify.com/track/2lz3zjQ5QCVXiyOzIk02vW,Spain,viral50,MOVE_DOWN,,2021-12-31
25235884,Tutoto,25,2021-12-31,"Pipo Beatz, La Zowi, Harry Nach",https://open.spotify.com/track/0BMBzJPTwnRg0T6cLkJkcB,Spain,viral50,MOVE_UP,,2021-12-31
25235885,Bang Bang,26,2021-12-31,"K'NAAN, Adam Levine",https://open.spotify.com/track/61YzdCCBPM5Pc7lIiD5i8C,Spain,viral50,MOVE_UP,,2021-12-31
25235886,Guajiro,27,2021-12-31,"Ayax y Prok, Dollar Selmouni",https://open.spotify.com/track/7mzNtZ87Ha6gc1YZCQfA6c,Spain,viral50,MOVE_UP,,2021-12-31
25235887,"Gone, Gone, Gone",28,2021-12-31,Phillip Phillips,https://open.spotify.com/track/2qHiyBpxyOXnRGG3t2iE96,Spain,viral50,SAME_POSITION,,2021-12-31
25235889,Nueva York (Tot*),29,2021-12-31,Bad Gyal,https://open.spotify.com/track/1z5TNHJ4WP2ftKhRpqdoNY,Spain,viral50,MOVE_UP,,2021-12-31
25235890,DANCE CRIP,30,2021-12-31,Trueno,https://open.spotify.com/track/1kjs5eR4DMzyB0gm1Z8waV,Spain,viral50,SAME_POSITION,,2021-12-31
25235891,Dos Oruguitas,31,2021-12-31,Sebastian Yatra,https://open.spotify.com/track/5rohUzwEoRsUvAA1Bf3DLo,Spain,viral50,MOVE_UP,,2021-12-31
25235892,Pope Is a Rockstar,32,2021-12-31,SALES,https://open.spotify.com/track/0So2sgVa8aJiARPl2P29u2,Spain,viral50,MOVE_UP,,2021-12-31
25235893,Fairytale of New York (feat. Kirsty MacColl),33,2021-12-31,The Pogues,https://open.spotify.com/track/3VTNVsTTu05dmTsVFrmGpK,Spain,viral50,MOVE_DOWN,,2021-12-31
25235894,Inspiración,34,2021-12-31,"Olga Lucía Vives, Isabel Garcés",https://open.spotify.com/track/0luqiaAZqlVRhwVpooWC8s,Spain,viral50,MOVE_UP,,2021-12-31
25235895,Tacones Rojos,35,2021-12-31,Sebastian Yatra,https://open.spotify.com/track/0Be7sopyKMv8Y8npsUkax2,Spain,viral50,MOVE_UP,,2021-12-31
25235896,Hasta la Raíz,36,2021-12-31,Natalia Lafourcade,https://open.spotify.com/track/3lGMtkONrZdJ8kTCg6KIFf,Spain,viral50,MOVE_DOWN,,2021-12-31
25235897,MIDDLE OF THE NIGHT,37,2021-12-31,Elley Duhé,https://open.spotify.com/track/58HvfVOeJY7lUuCqF0m3ly,Spain,viral50,MOVE_DOWN,,2021-12-31
25235898,Culpa,38,2021-12-31,Javiera Mena,https://open.spotify.com/track/6rCbWp5PpcHM01S75xdjED,Spain,viral50,MOVE_DOWN,,2021-12-31
25235899,Tofu Delivery,39,2021-12-31,"Orslok, Rojuu",https://open.spotify.com/track/3CDGdnri4kiyWKlcl25bYJ,Spain,viral50,MOVE_UP,,2021-12-31
25235900,Tu Y Yo (feat. Los del Control),40,2021-12-31,Cano,https://open.spotify.com/track/5pVEORKrVAtcWOEMJlZCFB,Spain,viral50,MOVE_UP,,2021-12-31
25235901,Hola Como Vas,41,2021-12-31,Eladio Carrion,https://open.spotify.com/track/0MEZYGMSPxNwUO4nAdQRBW,Spain,viral50,MOVE_UP,,2021-12-31
25235902,Me Gustas Natural,42,2021-12-31,"Eladio Carrion, Rels B",https://open.spotify.com/track/1Sym1HsTqsa2pYKhYL1j15,Spain,viral50,MOVE_UP,,2021-12-31
25235903,Sin Frenos,43,2021-12-31,"Eladio Carrion, Bizarrap, Duki",https://open.spotify.com/track/1b62AO1IzcVr5SOgoguc9o,Spain,viral50,SAME_POSITION,,2021-12-31
25235904,Todo y Nada,44,2021-12-31,"Mayo 214, Selecto Picasso, Blues Proders, Diego Seijas",https://open.spotify.com/track/3BEBly8JcVPfB3lUmVdLIm,Spain,viral50,MOVE_DOWN,,2021-12-31
25235905,Figa,45,2021-12-31,Tanxugueiras,https://open.spotify.com/track/1y3N8fZog9HBBQlP2ylQkV,Spain,viral50,MOVE_DOWN,,2021-12-31
25235906,SAPORE – with Tedua,46,2021-12-31,Fedez,https://open.spotify.com/track/3QdtpN3K8s2aDsX6o10KZK,Spain,viral50,NEW_ENTRY,,2021-12-31
25235907,Medallo,47,2021-12-31,"Blessd, Justin Quiles, Lenny Tavárez",https://open.spotify.com/track/6lX6l7OuA3qrnIRfdsr0dw,Spain,viral50,NEW_ENTRY,,2021-12-31
25235908,Un Año Mas,48,2021-12-31,Mecano,https://open.spotify.com/track/2cRx7vvWzuf4FrYWZBubJk,Spain,viral50,NEW_ENTRY,,2021-12-31
25235909,Passion,49,2021-12-31,Wade,https://open.spotify.com/track/199FzFzuEyAyqBE9caL3l6,Spain,viral50,MOVE_DOWN,,2021-12-31
25235910,Putón,50,2021-12-31,LUNA KI,https://open.spotify.com/track/14al8OsAwkXgucabGptzwo,Spain,viral50,MOVE_DOWN,,2021-12-31
25235911,TO THE,1,2021-12-31,GoldSkull,https://open.spotify.com/track/3kvm9xedJN0uVx9kFmcFdf,Sweden,viral50,SAME_POSITION,,2021-12-31
25235912,Surface Pressure,2,2021-12-31,Jessica Darrow,https://open.spotify.com/track/760jhRscwGbIIe1m1IIQpU,Sweden,viral50,SAME_POSITION,,2021-12-31
25235913,Lotta & Sanna,3,2021-12-31,Mohelá,https://open.spotify.com/track/1jiDCQUaa9LmWpQJRuOWRb,Sweden,viral50,SAME_POSITION,,2021-12-31
25235914,We Don't Talk About Bruno,4,2021-12-31,"Carolina Gaitán - La Gaita, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz, Encanto - Cast",https://open.spotify.com/track/52xJxFP6TqMuO4Yt0eOkMz,Sweden,viral50,SAME_POSITION,,2021-12-31
25235915,Love Grows (Where My Rosemary Goes),5,2021-12-31,Edison Lighthouse,https://open.spotify.com/track/5Ts1DYOuouQLgzTaisxWYh,Sweden,viral50,MOVE_UP,,2021-12-31
25235916,Shake,6,2021-12-31,"IShowSpeed, Aura The Scientist",https://open.spotify.com/track/18pZAkoz9eNXd6gpy48RQL,Sweden,viral50,MOVE_DOWN,,2021-12-31
25235917,Under ytan,7,2021-12-31,Daniela Sörensen,https://open.spotify.com/track/3Tn5dWfiTE4sKNv6gFhzQV,Sweden,viral50,SAME_POSITION,,2021-12-31
25235918,Suksé 2022 (Hjemmesmæck),8,2021-12-31,gangCBang,https://open.spotify.com/track/0gG0dF1yexUsE8OO7mq8Kn,Sweden,viral50,MOVE_DOWN,,2021-12-31
25235919,Du får göra som du vill - Musik från TV-serien Knutby,9,2021-12-31,"Andreas Tengblad, Alba August",https://open.spotify.com/track/1sukIWNc1pMYDlvWbYbQo2,Sweden,viral50,SAME_POSITION,,2021-12-31
25235920,I AM WOMAN,10,2021-12-31,Emmy Meli,https://open.spotify.com/track/3nOz1U41SZZ0N3fuUWr9nb,Sweden,viral50,SAME_POSITION,,2021-12-31
25235921,"30/90 (from ""tick, tick... BOOM!"" Soundtrack from the Netflix Film)",11,2021-12-31,"Andrew Garfield, Joshua Henry, Vanessa Hudgens, Robin de Jesus, Alexandra Shipp, MJ Rodriguez",https://open.spotify.com/track/55MIRLbZzpYSmMlRt9ZDWM,Sweden,viral50,MOVE_UP,,2021-12-31
25235922,Swimming Pool,12,2021-12-31,Marie Madeleine,https://open.spotify.com/track/3BMqVk2NJbH4fxf84e8kDC,Sweden,viral50,MOVE_DOWN,,2021-12-31
25235923,Super Idol - Remix,13,2021-12-31,Samstring,https://open.spotify.com/track/5t07RuwZAUBBnF2tWKwgmP,Sweden,viral50,SAME_POSITION,,2021-12-31
25235924,MIDDLE OF THE NIGHT,14,2021-12-31,Elley Duhé,https://open.spotify.com/track/58HvfVOeJY7lUuCqF0m3ly,Sweden,viral50,MOVE_UP,,2021-12-31
25235925,Familjen Madrigal,15,2021-12-31,"Sandra Kassman, Astrid Assefa, Encanto - Cast",https://open.spotify.com/track/3K5YOXHQ18IJAEy8XBhZ8Z,Sweden,viral50,MOVE_DOWN,,2021-12-31
25235926,abcdefu,16,2021-12-31,GAYLE,https://open.spotify.com/track/4fouWK6XVHhzl78KzQ1UjL,Sweden,viral50,MOVE_UP,,2021-12-31
25235927,Fuckboy,17,2021-12-31,"Martine Lunde, Norges Nye Megahit",https://open.spotify.com/track/1GGk3Q73VX2eBLQ2Yp5Kr2,Sweden,viral50,MOVE_DOWN,,2021-12-31
25235928,Do It To It,18,2021-12-31,"ACRAZE, Cherish",https://open.spotify.com/track/20on25jryn53hWghthWWW3,Sweden,viral50,MOVE_UP,,2021-12-31
25235929,Pobre Diablo,19,2021-12-31,Julio Iglesias,https://open.spotify.com/track/5CSRdWlrx25k8PuvufIqA4,Sweden,viral50,MOVE_UP,,2021-12-31
25235930,The Family Madrigal,20,2021-12-31,"Stephanie Beatriz, Olga Merediz, Encanto - Cast",https://open.spotify.com/track/4b1yxSdlumA8N4fEk4UOZp,Sweden,viral50,MOVE_DOWN,,2021-12-31
25235931,I Can Feel It,21,2021-12-31,Sickick,https://open.spotify.com/track/1Wx3fls2p1CXqXtm3xlJeZ,Sweden,viral50,MOVE_UP,,2021-12-31
25235932,Just Fine - KB Project Remix,22,2021-12-31,Verde & Esteban,https://open.spotify.com/track/5lZB4FNdtI6A8VO5954Bib,Sweden,viral50,MOVE_DOWN,,2021-12-31
25235933,No Wahala,23,2021-12-31,1da Banton,https://open.spotify.com/track/4vHy2IHzf3EabEa7oMpUZB,Sweden,viral50,MOVE_DOWN,,2021-12-31
25235934,Parklands,24,2021-12-31,Melissa Horn,https://open.spotify.com/track/0m5v12EQC534HqxD4WqP1Y,Sweden,viral50,MOVE_UP,,2021-12-31
25235935,Vi pratar inte om Bruno,25,2021-12-31,"Anna Sahlene, Camilo Ge Bresky, Hilda Henze, Tousin Chiza, Stran Cetin, Sandra Kassman, Encanto - Cast",https://open.spotify.com/track/7C9b875Ha4HkIonaA0TDDr,Sweden,viral50,MOVE_UP,,2021-12-31
25235936,Pope Is a Rockstar,26,2021-12-31,SALES,https://open.spotify.com/track/0So2sgVa8aJiARPl2P29u2,Sweden,viral50,MOVE_DOWN,,2021-12-31
25235937,Helikopter,27,2021-12-31,Fazlija,https://open.spotify.com/track/3xGOOOPD2HjErQLyRFk5Wf,Sweden,viral50,SAME_POSITION,,2021-12-31
25235938,DTB,28,2021-12-31,Merczz,https://open.spotify.com/track/6BoXckigjvnIAZVQV6lELq,Sweden,viral50,MOVE_DOWN,,2021-12-31
25235939,Dos Oruguitas,29,2021-12-31,Sebastian Yatra,https://open.spotify.com/track/5rohUzwEoRsUvAA1Bf3DLo,Sweden,viral50,MOVE_UP,,2021-12-31
25235940,D O D O,30,2021-12-31,Tayc,https://open.spotify.com/track/7fWotHT92my4vLN713vFTa,Sweden,viral50,SAME_POSITION,,2021-12-31
25235941,It's Called: Freefall,31,2021-12-31,Rainbow Kitten Surprise,https://open.spotify.com/track/474uVhyGgK5MtY9gMcDgGl,Sweden,viral50,SAME_POSITION,,2021-12-31
25235942,Lucky,32,2021-12-31,Lucky Twice,https://open.spotify.com/track/2UFzyfLgNGY0PLXfkszWlf,Sweden,viral50,MOVE_UP,,2021-12-31
25235943,Alien Blues,33,2021-12-31,Vundabar,https://open.spotify.com/track/11iIikXxC6NP0Ma8vMD27x,Sweden,viral50,MOVE_DOWN,,2021-12-31
25235944,What Else Can I Do?,34,2021-12-31,"Diane Guerrero, Stephanie Beatriz",https://open.spotify.com/track/3XoYqtiWHhsk59frZupImG,Sweden,viral50,MOVE_UP,,2021-12-31
25235945,ELEVEN,35,2021-12-31,IVE,https://open.spotify.com/track/7n2FZQsaLb7ZRfRPfEeIvr,Sweden,viral50,MOVE_DOWN,,2021-12-31
25235946,Champagne (feat. Baba Moe & Sam-E),36,2021-12-31,"Adoo, SAMI",https://open.spotify.com/track/7CCWyhZL6wDvKdbdsVpk8Q,Sweden,viral50,NEW_ENTRY,,2021-12-31
25235947,Skotthål,37,2021-12-31,Daniel Adams-Ray,https://open.spotify.com/track/2mnpUeeOlSh8zdcDoJB872,Sweden,viral50,NEW_ENTRY,,2021-12-31
25235948,Demons,38,2021-12-31,Nabzy,https://open.spotify.com/track/1AN3GBdsrVNlF2PD5g1B7J,Sweden,viral50,MOVE_DOWN,,2021-12-31
25235949,Trapper Of The Year (Intro) - Bonus Track,39,2021-12-31,23,https://open.spotify.com/track/5cKilVQ9iZamOzodVcYQZ2,Sweden,viral50,MOVE_DOWN,,2021-12-31
25235950,It'll Be Okay,40,2021-12-31,Shawn Mendes,https://open.spotify.com/track/2KnLkZ3z7PO3kgVGHGqDpD,Sweden,viral50,MOVE_DOWN,,2021-12-31
25235951,Coming for You (feat. A1 x J1),41,2021-12-31,SwitchOTR,https://open.spotify.com/track/1xIqDFx3KdByBnKMlTECcM,Sweden,viral50,MOVE_UP,,2021-12-31
25235952,Legend,42,2021-12-31,Tevvez,https://open.spotify.com/track/05EG9LwFCVjkoYEWzsrHHO,Sweden,viral50,MOVE_UP,,2021-12-31
25235953,Horizon,43,2021-12-31,ARTBAT,https://open.spotify.com/track/7Mqdzo9NcZLUwTAoyV2AeE,Sweden,viral50,SAME_POSITION,,2021-12-31
25235954,Just A Little While,44,2021-12-31,The 502s,https://open.spotify.com/track/3CL0eXel8usNNSCQ6OT7KJ,Sweden,viral50,MOVE_DOWN,,2021-12-31
25235955,Pump It,45,2021-12-31,Eskimo Callboy,https://open.spotify.com/track/3iXNlPQNYPrtimAEM49PsG,Sweden,viral50,MOVE_DOWN,,2021-12-31
25235956,Frozen,46,2021-12-31,"Madonna, Sickick",https://open.spotify.com/track/6lknMmJZALXxx7emwwZWLX,Sweden,viral50,SAME_POSITION,,2021-12-31
25235957,Enemy (with JID) - from the series Arcane League of Legends,47,2021-12-31,Imagine Dragons,https://open.spotify.com/track/1r9xUipOqoNwggBpENDsvJ,Sweden,viral50,NEW_ENTRY,,2021-12-31
25235958,Nia Mondo,48,2021-12-31,"Owen, Dree Low",https://open.spotify.com/track/1Jo3Bw7VeDV9ZbnpONK0Ca,Sweden,viral50,MOVE_DOWN,,2021-12-31
25235959,"Colombia, Mi Encanto",49,2021-12-31,Carlos Vives,https://open.spotify.com/track/2Q5q1q01KOdHt5fM00WUJ8,Sweden,viral50,MOVE_DOWN,,2021-12-31
