,title,rank,date,artist,url,region,chart,trend,streams,date_objects
25231274,למה לך לטוס,31,2021-12-31,יגל אושרי,https://open.spotify.com/track/3IwEAO1yzNkO3aEisRo4pj,Israel,viral50,MOVE_UP,,2021-12-31
25231275,לוקסמבורג - המקורי,32,2021-12-31,ארי שמר,https://open.spotify.com/track/0v8OP4q8aAYJSPE66EENYc,Israel,viral50,SAME_POSITION,,2021-12-31
25231276,My Humps,33,2021-12-31,"Joshwa, Lee Foss",https://open.spotify.com/track/5WoBAyXaOnKEfvsZocrPeT,Israel,viral50,MOVE_UP,,2021-12-31
25231277,Notion,34,2021-12-31,The Rare Occasions,https://open.spotify.com/track/0sTlGEld0h8kIPZaKDYUf4,Israel,viral50,MOVE_UP,,2021-12-31
25231278,lemme land?,35,2021-12-31,"Canking, Ess2Mad",https://open.spotify.com/track/4Fmr4dbY1sZiX77ZbljNFC,Israel,viral50,MOVE_DOWN,,2021-12-31
25231279,Mon Amour - Remix,36,2021-12-31,"zzoilo, Aitana",https://open.spotify.com/track/5TMLavqGRKNxgzMBrVpC9R,Israel,viral50,MOVE_DOWN,,2021-12-31
25231280,סליחה מסיכה,37,2021-12-31,Jacob Markman,https://open.spotify.com/track/6diyKOZEcxRbF8KLMob15U,Israel,viral50,MOVE_UP,,2021-12-31
25231281,I Love You So,38,2021-12-31,The Walters,https://open.spotify.com/track/4SqWKzw0CbA05TGszDgMlc,Israel,viral50,MOVE_UP,,2021-12-31
25231282,Die For You,39,2021-12-31,"VALORANT, Grabbitz",https://open.spotify.com/track/2lz3zjQ5QCVXiyOzIk02vW,Israel,viral50,MOVE_DOWN,,2021-12-31
25231283,Pepas,40,2021-12-31,Farruko,https://open.spotify.com/track/2B4GHvToeLTOBB4QLzW3Ni,Israel,viral50,MOVE_UP,,2021-12-31
25231284,Infinity,41,2021-12-31,Jaymes Young,https://open.spotify.com/track/1SOClUWhOi8vHZYMz3GluK,Israel,viral50,MOVE_UP,,2021-12-31
25231285,October Sky,42,2021-12-31,Yebba,https://open.spotify.com/track/4YcZgvktXXqoI6WKtG7sl3,Israel,viral50,MOVE_UP,,2021-12-31
25231286,NO TRENDS,43,2021-12-31,Mike Dimes,https://open.spotify.com/track/3ItezvVKyAyy0nxf6yJpcx,Israel,viral50,NEW_ENTRY,,2021-12-31
25231287,Sunroof,44,2021-12-31,"Nicky Youre, dazy",https://open.spotify.com/track/3RfTeIrWS8LNrfHYwechtt,Israel,viral50,MOVE_DOWN,,2021-12-31
25231288,It's Called: Freefall,45,2021-12-31,Rainbow Kitten Surprise,https://open.spotify.com/track/474uVhyGgK5MtY9gMcDgGl,Israel,viral50,MOVE_DOWN,,2021-12-31
25231289,קוקה ג׳ינה טינה,46,2021-12-31,Shay TRA Litman,https://open.spotify.com/track/4RIAeEURjtWNuDsTPr7Zjz,Israel,viral50,MOVE_DOWN,,2021-12-31
25231290,Toxic,47,2021-12-31,BoyWithUke,https://open.spotify.com/track/2gQPv5jvVPqU2a9HhMNO1v,Israel,viral50,MOVE_UP,,2021-12-31
25231291,It'll Be Okay,48,2021-12-31,Shawn Mendes,https://open.spotify.com/track/2KnLkZ3z7PO3kgVGHGqDpD,Israel,viral50,MOVE_DOWN,,2021-12-31
25231292,Therapy,49,2021-12-31,"Andrew Garfield, Vanessa Hudgens",https://open.spotify.com/track/1iFgG6BeEPTbXsAok6zYxR,Israel,viral50,NEW_ENTRY,,2021-12-31
25231293,Cpr,50,2021-12-31,cupcakKe,https://open.spotify.com/track/35mBYyB61qTcGGj7MXIRM1,Israel,viral50,NEW_ENTRY,,2021-12-31
25231294,TO THE,1,2021-12-31,GoldSkull,https://open.spotify.com/track/3kvm9xedJN0uVx9kFmcFdf,Italy,viral50,SAME_POSITION,,2021-12-31
25231295,Love Grows (Where My Rosemary Goes),2,2021-12-31,Edison Lighthouse,https://open.spotify.com/track/5Ts1DYOuouQLgzTaisxWYh,Italy,viral50,SAME_POSITION,,2021-12-31
25231296,น้ำแดงน้ำส้ม,3,2021-12-31,JV.JARVIS,https://open.spotify.com/track/1xxJiB2B3rMw8g85PPtcN7,Italy,viral50,SAME_POSITION,,2021-12-31
25231297,We Don't Talk About Bruno,4,2021-12-31,"Carolina Gaitán - La Gaita, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz, Encanto - Cast",https://open.spotify.com/track/52xJxFP6TqMuO4Yt0eOkMz,Italy,viral50,MOVE_UP,,2021-12-31
25231298,"30/90 (from ""tick, tick... BOOM!"" Soundtrack from the Netflix Film)",5,2021-12-31,"Andrew Garfield, Joshua Henry, Vanessa Hudgens, Robin de Jesus, Alexandra Shipp, MJ Rodriguez",https://open.spotify.com/track/55MIRLbZzpYSmMlRt9ZDWM,Italy,viral50,MOVE_DOWN,,2021-12-31
25231299,Non si nomina Bruno,6,2021-12-31,"Renata Fusco, Fabrizio Vidale, Ilaria De Rosa, Alvaro Soler, Diana Del Bufalo, Margherita De Risi, Encanto - Cast",https://open.spotify.com/track/5HLXH0bqjagJRLm7nSK1g9,Italy,viral50,SAME_POSITION,,2021-12-31
25231300,Swimming Pool,7,2021-12-31,Marie Madeleine,https://open.spotify.com/track/3BMqVk2NJbH4fxf84e8kDC,Italy,viral50,SAME_POSITION,,2021-12-31
25231301,Shiko,8,2021-12-31,"Gehlektek, TakaTuka",https://open.spotify.com/track/011dWhYZyNEITebRXv3ARB,Italy,viral50,MOVE_UP,,2021-12-31
25231302,Surface Pressure,9,2021-12-31,Jessica Darrow,https://open.spotify.com/track/760jhRscwGbIIe1m1IIQpU,Italy,viral50,SAME_POSITION,,2021-12-31
25231303,Sorpresa,10,2021-12-31,"CanovA, Nayt",https://open.spotify.com/track/2JbrFFQEv0HgWZnsXaY4v7,Italy,viral50,MOVE_DOWN,,2021-12-31
25231304,Helikopter,11,2021-12-31,Fazlija,https://open.spotify.com/track/3xGOOOPD2HjErQLyRFk5Wf,Italy,viral50,MOVE_DOWN,,2021-12-31
25231305,La pressione sale,12,2021-12-31,Alessia Amendola,https://open.spotify.com/track/2QdOVW8hkQtimNi2Zdci1z,Italy,viral50,MOVE_UP,,2021-12-31
25231306,Shake,13,2021-12-31,"IShowSpeed, Aura The Scientist",https://open.spotify.com/track/18pZAkoz9eNXd6gpy48RQL,Italy,viral50,MOVE_DOWN,,2021-12-31
25231307,abcdefu,14,2021-12-31,GAYLE,https://open.spotify.com/track/4fouWK6XVHhzl78KzQ1UjL,Italy,viral50,MOVE_UP,,2021-12-31
25231308,Happy Death Day,15,2021-12-31,Xdinary Heroes,https://open.spotify.com/track/3a4VCqofc7Wf7cqfZYu2Ad,Italy,viral50,SAME_POSITION,,2021-12-31
25231309,I AM WOMAN,16,2021-12-31,Emmy Meli,https://open.spotify.com/track/3nOz1U41SZZ0N3fuUWr9nb,Italy,viral50,MOVE_UP,,2021-12-31
25231310,Sahara,17,2021-12-31,Hensonn,https://open.spotify.com/track/6nqdgUTiWt4JbABDurkxMI,Italy,viral50,SAME_POSITION,,2021-12-31
25231311,Alien Blues,18,2021-12-31,Vundabar,https://open.spotify.com/track/11iIikXxC6NP0Ma8vMD27x,Italy,viral50,MOVE_UP,,2021-12-31
25231312,La famiglia Madrigal,19,2021-12-31,"Margherita De Risi, Franca D'Amato, Encanto - Cast",https://open.spotify.com/track/2TcGtj9TLkUGMKvTsxMzYc,Italy,viral50,MOVE_UP,,2021-12-31
25231313,Sangue Nero,20,2021-12-31,"Matteo Paolillo - Icaro, Lolloflow",https://open.spotify.com/track/4GEoLPUH2ySVw9Xm5dIuxA,Italy,viral50,SAME_POSITION,,2021-12-31
25231314,Coming for You (feat. A1 x J1),21,2021-12-31,SwitchOTR,https://open.spotify.com/track/1xIqDFx3KdByBnKMlTECcM,Italy,viral50,SAME_POSITION,,2021-12-31
25231315,Samba Megamix (12 version),22,2021-12-31,Two Man Sound,https://open.spotify.com/track/3h9GLvqH55IAqUD0kvGE6X,Italy,viral50,NEW_ENTRY,,2021-12-31
25231316,TUTTE LE SERE (feat. ARIETE),23,2021-12-31,bnkr44,https://open.spotify.com/track/4sJ4ZAKEuMe2qtvOtN7UcB,Italy,viral50,MOVE_UP,,2021-12-31
25231317,MIDDLE OF THE NIGHT,24,2021-12-31,Elley Duhé,https://open.spotify.com/track/58HvfVOeJY7lUuCqF0m3ly,Italy,viral50,MOVE_DOWN,,2021-12-31
25231318,SAPORE – with Tedua,25,2021-12-31,Fedez,https://open.spotify.com/track/3QdtpN3K8s2aDsX6o10KZK,Italy,viral50,MOVE_UP,,2021-12-31
25231319,ELEVEN,26,2021-12-31,IVE,https://open.spotify.com/track/7n2FZQsaLb7ZRfRPfEeIvr,Italy,viral50,MOVE_DOWN,,2021-12-31
25231320,Sea Shanty Medley,27,2021-12-31,Home Free,https://open.spotify.com/track/5mkoR8mVrEwpDQc9y54sM2,Italy,viral50,MOVE_DOWN,,2021-12-31
25231321,Moonlight (prod. 2nd Roof),28,2021-12-31,"Intifaya, Rayan, 8blevrai",https://open.spotify.com/track/6g95Y5M8TgEXuB9KHJHqH7,Italy,viral50,MOVE_DOWN,,2021-12-31
25231322,LA CODA DEL DIAVOLO (con ELODIE),29,2021-12-31,Rkomi,https://open.spotify.com/track/6oYcyS6salzWI1ysjEScFh,Italy,viral50,MOVE_DOWN,,2021-12-31
25231323,Grrr Baww,30,2021-12-31,Lil Manzi,https://open.spotify.com/track/27inwp1WeFXpSofTmovuo4,Italy,viral50,MOVE_DOWN,,2021-12-31
25231324,Fairytale of New York (feat. Kirsty MacColl),31,2021-12-31,The Pogues,https://open.spotify.com/track/3VTNVsTTu05dmTsVFrmGpK,Italy,viral50,MOVE_DOWN,,2021-12-31
25231325,TU (feat. ARIETE),32,2021-12-31,Novelo,https://open.spotify.com/track/7mUuY2jpW3TItLGYwkYIpI,Italy,viral50,MOVE_DOWN,,2021-12-31
25231326,Pope Is a Rockstar,33,2021-12-31,SALES,https://open.spotify.com/track/0So2sgVa8aJiARPl2P29u2,Italy,viral50,SAME_POSITION,,2021-12-31
25231327,BM (London View),34,2021-12-31,OTP,https://open.spotify.com/track/2swRdG3vAk5bYBR3oSf1cg,Italy,viral50,MOVE_UP,,2021-12-31
25231328,PULL UP (feat. Big P),35,2021-12-31,"Touché, Miller",https://open.spotify.com/track/5rGNMvZh5oLw20vjMaf8VW,Italy,viral50,MOVE_UP,,2021-12-31
25231329,‘O Mar For,36,2021-12-31,"Stefano Lentini, Matteo Paolillo - Icaro, Lolloflow, Raiz",https://open.spotify.com/track/1DQXiBc8DqPfcdLVZkouhI,Italy,viral50,MOVE_UP,,2021-12-31
25231330,It's Called: Freefall,37,2021-12-31,Rainbow Kitten Surprise,https://open.spotify.com/track/474uVhyGgK5MtY9gMcDgGl,Italy,viral50,MOVE_DOWN,,2021-12-31
25231331,'O Mar Fa Paura,38,2021-12-31,"Matteo Paolillo - Icaro, Lolloflow",https://open.spotify.com/track/28v0S9Mly2Nw3GePPt9pn0,Italy,viral50,MOVE_UP,,2021-12-31
25231332,NEMESI (feat. BLANCO),39,2021-12-31,Marracash,https://open.spotify.com/track/1oMZnVIuo6GmUNnemu8sLu,Italy,viral50,MOVE_DOWN,,2021-12-31
25231333,La Profondità Degli Abissi,40,2021-12-31,Manuel Agnelli,https://open.spotify.com/track/1fTaBDmIeMta9S851OE5q4,Italy,viral50,MOVE_DOWN,,2021-12-31
25231334,Die For You,41,2021-12-31,"VALORANT, Grabbitz",https://open.spotify.com/track/2lz3zjQ5QCVXiyOzIk02vW,Italy,viral50,MOVE_UP,,2021-12-31
25231335,Mi Fiderò (feat. Madame),42,2021-12-31,Marco Mengoni,https://open.spotify.com/track/2V8AxW9KS5i60ccy7tXCP6,Italy,viral50,MOVE_UP,,2021-12-31
25231336,Do It To It,43,2021-12-31,"ACRAZE, Cherish",https://open.spotify.com/track/20on25jryn53hWghthWWW3,Italy,viral50,NEW_ENTRY,,2021-12-31
25231337,God Must Hate Me,44,2021-12-31,Catie Turner,https://open.spotify.com/track/21xzFXSL2XkZ2mIzDDAqTK,Italy,viral50,MOVE_DOWN,,2021-12-31
25231338,Spazio tempo,45,2021-12-31,Francesco Gabbani,https://open.spotify.com/track/31dHcGWuV18tCPad4CkCnS,Italy,viral50,MOVE_UP,,2021-12-31
25231339,Disco samba medley,46,2021-12-31,Baby Land,https://open.spotify.com/track/7fs2ox6WN5ELk8QBEunGgN,Italy,viral50,NEW_ENTRY,,2021-12-31
25231340,Nuje vulimme na speranza - T4NO Version,47,2021-12-31,"Lucariello, Roberta Roman, Ntò",https://open.spotify.com/track/6eV1QBcDOvBYDQxuzmQbhr,Italy,viral50,MOVE_DOWN,,2021-12-31
25231341,BALLER,48,2021-12-31,"VNKNOWNARTIST, GMERTA, xdkoibito",https://open.spotify.com/track/0g7wCa1Sf7I0XDet5bABB7,Italy,viral50,MOVE_DOWN,,2021-12-31
25231342,La Espada,49,2021-12-31,Eternal Raijin,https://open.spotify.com/track/6w969Gr8VhF02vaHs67oo9,Italy,viral50,MOVE_DOWN,,2021-12-31
25231343,Come nelle canzoni,50,2021-12-31,Coez,https://open.spotify.com/track/0JsfWhQ2STKCqsvKse3Rgj,Italy,viral50,MOVE_DOWN,,2021-12-31
25231344,ELEVEN,1,2021-12-31,IVE,https://open.spotify.com/track/7n2FZQsaLb7ZRfRPfEeIvr,Japan,viral50,SAME_POSITION,,2021-12-31
25231345,陽キャJKに憧れる陰キャJKの歌,2,2021-12-31,音莉飴,https://open.spotify.com/track/7ABfyynRwOeKPNGRs3VXtR,Japan,viral50,MOVE_UP,,2021-12-31
25231346,春の海,3,2021-12-31,二代目米川敏子,https://open.spotify.com/track/5lP4RqAX9Ny2gjS0JM8qKu,Japan,viral50,NEW_ENTRY,,2021-12-31
25231347,Happy Death Day,4,2021-12-31,Xdinary Heroes,https://open.spotify.com/track/3a4VCqofc7Wf7cqfZYu2Ad,Japan,viral50,SAME_POSITION,,2021-12-31
25231348,abcdefu,5,2021-12-31,GAYLE,https://open.spotify.com/track/4fouWK6XVHhzl78KzQ1UjL,Japan,viral50,SAME_POSITION,,2021-12-31
25231349,Fairytale of New York (feat. Kirsty MacColl),6,2021-12-31,The Pogues,https://open.spotify.com/track/3VTNVsTTu05dmTsVFrmGpK,Japan,viral50,MOVE_DOWN,,2021-12-31
25231350,We Don't Talk About Bruno,7,2021-12-31,"Carolina Gaitán - La Gaita, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz, Encanto - Cast",https://open.spotify.com/track/52xJxFP6TqMuO4Yt0eOkMz,Japan,viral50,MOVE_UP,,2021-12-31
25231351,フォニイ,8,2021-12-31,音楽的同位体 可不(KAFU),https://open.spotify.com/track/0fZ324EX3fUeAMyVXR4cDw,Japan,viral50,MOVE_DOWN,,2021-12-31
25231352,残響散歌,9,2021-12-31,Aimer,https://open.spotify.com/track/7v8wKvNQQIxkugCFFjrkaO,Japan,viral50,MOVE_UP,,2021-12-31
25231353,Think About You,10,2021-12-31,Joosiq,https://open.spotify.com/track/0rXtV4L8uQ7KHNxxKd2jGZ,Japan,viral50,MOVE_DOWN,,2021-12-31
25231354,Let's Get Eat,11,2021-12-31,T-STONE,https://open.spotify.com/track/2Mn1f5NcAlxgYam7QLHC2O,Japan,viral50,SAME_POSITION,,2021-12-31
25231355,Die For You,12,2021-12-31,"VALORANT, Grabbitz",https://open.spotify.com/track/2lz3zjQ5QCVXiyOzIk02vW,Japan,viral50,MOVE_DOWN,,2021-12-31
25231356,We Alright,13,2021-12-31,JO1,https://open.spotify.com/track/45hu3RnmG63vmvsavsNnYg,Japan,viral50,MOVE_UP,,2021-12-31
25231357,君に夢中,14,2021-12-31,Hikaru Utada,https://open.spotify.com/track/3mRNkUTu4ItqQ6GXy7L7KF,Japan,viral50,MOVE_DOWN,,2021-12-31
25231358,僕らの季節,15,2021-12-31,JO1,https://open.spotify.com/track/0fiihHCigBcUjLcyPAhVWh,Japan,viral50,MOVE_DOWN,,2021-12-31
25231359,最上級の大正解,16,2021-12-31,まつむら かなう,https://open.spotify.com/track/6bfx6EZ3y9cwUZz6pjzP7j,Japan,viral50,MOVE_UP,,2021-12-31
25231360,なんでもないよ、,17,2021-12-31,Macaroni Empitsu,https://open.spotify.com/track/2PFzK3kMDDYKhGnugvNYf1,Japan,viral50,MOVE_DOWN,,2021-12-31
25231361,I AM WOMAN,18,2021-12-31,Emmy Meli,https://open.spotify.com/track/3nOz1U41SZZ0N3fuUWr9nb,Japan,viral50,MOVE_UP,,2021-12-31
25231362,STONE OCEAN,19,2021-12-31,ichigo from 岸田教団&THE明星ロケッツ,https://open.spotify.com/track/0H6YIWFAP26G4b5Zj0lhAE,Japan,viral50,MOVE_DOWN,,2021-12-31
25231363,踊り子,20,2021-12-31,Vaundy,https://open.spotify.com/track/4xk70Qur2QeRmWIzWPC63V,Japan,viral50,MOVE_DOWN,,2021-12-31
25231364,神っぽいな,21,2021-12-31,PinocchioP,https://open.spotify.com/track/5ALRT96oaGuX7VHySBLbQu,Japan,viral50,MOVE_UP,,2021-12-31
25231365,"New street, New world",22,2021-12-31,ROF-MAO,https://open.spotify.com/track/2hCdomEPduZ1Ew2OfdbaaX,Japan,viral50,MOVE_UP,,2021-12-31
25231366,High School Dropout,23,2021-12-31,DADA,https://open.spotify.com/track/0tpRJ0BQ2AnTKuelARNdKj,Japan,viral50,MOVE_DOWN,,2021-12-31
25231367,Infinity,24,2021-12-31,Jaymes Young,https://open.spotify.com/track/1SOClUWhOi8vHZYMz3GluK,Japan,viral50,MOVE_DOWN,,2021-12-31
25231368,Just Look Up (From Don’t Look Up),25,2021-12-31,"Ariana Grande, Kid Cudi",https://open.spotify.com/track/3QPBocWfIcOCdFFvmqn60F,Japan,viral50,MOVE_UP,,2021-12-31
25231369,Yours,26,2021-12-31,JIN,https://open.spotify.com/track/10IfXtjKQmOiON7tNAHv0y,Japan,viral50,MOVE_UP,,2021-12-31
25231370,"FXXKED UP (feat. week dudus,Tade Dust & Bonbero)",27,2021-12-31,Gucci Prince,https://open.spotify.com/track/5Gwr3GT8WFxlKNZXbFV2qY,Japan,viral50,MOVE_UP,,2021-12-31
25231371,LOST IN PARADISE,28,2021-12-31,"ALI, AKLO",https://open.spotify.com/track/7kRKlFCFLAUwt43HWtauhX,Japan,viral50,MOVE_UP,,2021-12-31
25231372,ベテルギウス,29,2021-12-31,Yuuri,https://open.spotify.com/track/2sf18cEv463VgqmdjDsFpw,Japan,viral50,MOVE_UP,,2021-12-31
25231373,マツケンサンバⅡ,30,2021-12-31,Ken Matsudaira,https://open.spotify.com/track/4emdCmGcerW2gVymhw12vN,Japan,viral50,NEW_ENTRY,,2021-12-31
25231374,ホワイトキス,31,2021-12-31,鈴木鈴木,https://open.spotify.com/track/7sRYDTjWTX00fd9BCOflLo,Japan,viral50,MOVE_UP,,2021-12-31
25231375,Title,32,2021-12-31,Meghan Trainor,https://open.spotify.com/track/0k5hoseEJnCAbpRh38dNoI,Japan,viral50,MOVE_UP,,2021-12-31
25231376,あいのちから,33,2021-12-31,SEVENTEEN,https://open.spotify.com/track/3I5W8iA8iZAyO62UVceK3F,Japan,viral50,MOVE_DOWN,,2021-12-31
25231377,I Hate U,34,2021-12-31,SZA,https://open.spotify.com/track/5dXWFMwD7I7zXsInONVl0H,Japan,viral50,MOVE_UP,,2021-12-31
25231378,"MERRY-GO-ROUND (Feat. Zion.T, Wonstein) (Prod. Slom)",35,2021-12-31,sokodomo,https://open.spotify.com/track/2eLe81VDUQ5f0xFfc9cMWz,Japan,viral50,MOVE_UP,,2021-12-31
25231379,常緑,36,2021-12-31,Chippoke Ohashi,https://open.spotify.com/track/6qn31XzTa6YKXs5FZpAPgP,Japan,viral50,MOVE_UP,,2021-12-31
25231380,Sunroof,37,2021-12-31,"Nicky Youre, dazy",https://open.spotify.com/track/3RfTeIrWS8LNrfHYwechtt,Japan,viral50,MOVE_UP,,2021-12-31
25231381,プラトー,38,2021-12-31,Sakanaction,https://open.spotify.com/track/5LPyVrjwXEvHE3mcjYrSoT,Japan,viral50,MOVE_UP,,2021-12-31
25231382,マーシャル・マキシマイザー,39,2021-12-31,音楽的同位体 可不(KAFU),https://open.spotify.com/track/3gWxJ3iQeYmFXVH1rDsQa1,Japan,viral50,MOVE_UP,,2021-12-31
25231383,Savage,40,2021-12-31,aespa,https://open.spotify.com/track/3dbLT62Cvs46Ju7a8gpr36,Japan,viral50,MOVE_UP,,2021-12-31
25231384,ハート,41,2021-12-31,Aimyon,https://open.spotify.com/track/6cvKfEw8rDcmXBslqSEC9G,Japan,viral50,MOVE_UP,,2021-12-31
25121300,藍才,42,2021-12-31,Eve,https://open.spotify.com/track/7znz9Gm1qXs5wOXwOGQqZR,Japan,viral50,MOVE_UP,,2021-12-31
25232100,シンデレラボーイ,43,2021-12-31,Saucy Dog,https://open.spotify.com/track/1Vqs0lXeJafYZz2sxnfB3V,Japan,viral50,MOVE_UP,,2021-12-31
25232101,Love To Keep Me Warm,44,2021-12-31,"Laufey, dodie",https://open.spotify.com/track/2x6Hg0OmYnkvCtFmAcyzwX,Japan,viral50,NEW_ENTRY,,2021-12-31
25232102,Take It,45,2021-12-31,IVE,https://open.spotify.com/track/70EfheCNy3zOrcT2meMQ1g,Japan,viral50,MOVE_UP,,2021-12-31
25232103,RING X RING,46,2021-12-31,Billlie,https://open.spotify.com/track/4hfF0FOFcaiOtwY3NP5hnv,Japan,viral50,NEW_ENTRY,,2021-12-31
25232104,トラボルタカスタム - From THE FIRST TAKE,47,2021-12-31,"梅田サイファー, H.Teflon",https://open.spotify.com/track/0oqpKwNSfXhgnRfCPxay5Y,Japan,viral50,NEW_ENTRY,,2021-12-31
25232105,ATTRACTION [Japanese Remix],48,2021-12-31,"BUMKEY, MIYACHI",https://open.spotify.com/track/5NJiQOeqz2WWGBZVKcP1oO,Japan,viral50,NEW_ENTRY,,2021-12-31
25232106,白い恋人達,49,2021-12-31,Keisuke Kuwata,https://open.spotify.com/track/5wfKPYODAr3aCGpOAopNZK,Japan,viral50,MOVE_DOWN,,2021-12-31
25232107,Wandered To LA (with Justin Bieber),50,2021-12-31,Juice WRLD,https://open.spotify.com/track/1cA4wEmLkKlttS6N89LbJh,Japan,viral50,NEW_ENTRY,,2021-12-31
25232108,It's Called: Freefall,1,2021-12-31,Rainbow Kitten Surprise,https://open.spotify.com/track/474uVhyGgK5MtY9gMcDgGl,Latvia,viral50,SAME_POSITION,,2021-12-31
25232109,Move Your Body,2,2021-12-31,"Öwnboss, Sevek",https://open.spotify.com/track/6GomT970rCOkKAyyrwJeZi,Latvia,viral50,SAME_POSITION,,2021-12-31
25232110,I AM WOMAN,3,2021-12-31,Emmy Meli,https://open.spotify.com/track/3nOz1U41SZZ0N3fuUWr9nb,Latvia,viral50,SAME_POSITION,,2021-12-31
25232111,Pope Is a Rockstar,4,2021-12-31,SALES,https://open.spotify.com/track/0So2sgVa8aJiARPl2P29u2,Latvia,viral50,MOVE_UP,,2021-12-31
25232112,Alien Blues,5,2021-12-31,Vundabar,https://open.spotify.com/track/11iIikXxC6NP0Ma8vMD27x,Latvia,viral50,MOVE_DOWN,,2021-12-31
25232113,Новый Год,6,2021-12-31,"Steklovata, Стекловата",https://open.spotify.com/track/3y7hEil2o53TQUMAxlkGvm,Latvia,viral50,NEW_ENTRY,,2021-12-31
25232114,abcdefu,7,2021-12-31,GAYLE,https://open.spotify.com/track/4fouWK6XVHhzl78KzQ1UjL,Latvia,viral50,SAME_POSITION,,2021-12-31
25232115,Swimming Pool,8,2021-12-31,Marie Madeleine,https://open.spotify.com/track/3BMqVk2NJbH4fxf84e8kDC,Latvia,viral50,MOVE_DOWN,,2021-12-31
25232116,The Perfect Girl,9,2021-12-31,Mareux,https://open.spotify.com/track/5RBOcBpJXaNnHCGViJmYhh,Latvia,viral50,MOVE_UP,,2021-12-31
25232117,Shake,10,2021-12-31,"IShowSpeed, Aura The Scientist",https://open.spotify.com/track/18pZAkoz9eNXd6gpy48RQL,Latvia,viral50,MOVE_DOWN,,2021-12-31
25232118,Sahara,11,2021-12-31,Hensonn,https://open.spotify.com/track/6nqdgUTiWt4JbABDurkxMI,Latvia,viral50,MOVE_UP,,2021-12-31
25232119,MIDDLE OF THE NIGHT,12,2021-12-31,Elley Duhé,https://open.spotify.com/track/58HvfVOeJY7lUuCqF0m3ly,Latvia,viral50,MOVE_UP,,2021-12-31
25232120,Do It To It,13,2021-12-31,"ACRAZE, Cherish",https://open.spotify.com/track/20on25jryn53hWghthWWW3,Latvia,viral50,MOVE_UP,,2021-12-31
25232121,astral step,14,2021-12-31,shadowraze,https://open.spotify.com/track/47iHvzU9Po0e6raFlgLBOF,Latvia,viral50,MOVE_DOWN,,2021-12-31
25232122,Cpr,15,2021-12-31,cupcakKe,https://open.spotify.com/track/35mBYyB61qTcGGj7MXIRM1,Latvia,viral50,MOVE_DOWN,,2021-12-31
25232123,СОЛНЦЕ МОНАКО,16,2021-12-31,Lusia Chebotina,https://open.spotify.com/track/5YDBHDEIgWkfairCJgGApW,Latvia,viral50,MOVE_UP,,2021-12-31
25232124,Marmalade,17,2021-12-31,"Miyagi & Andy Panda, Mav-d",https://open.spotify.com/track/7rvEwAILTqxBpdIyUifkE8,Latvia,viral50,MOVE_DOWN,,2021-12-31
25232125,TO THE,18,2021-12-31,GoldSkull,https://open.spotify.com/track/3kvm9xedJN0uVx9kFmcFdf,Latvia,viral50,MOVE_UP,,2021-12-31
25232126,Love Grows (Where My Rosemary Goes),19,2021-12-31,Edison Lighthouse,https://open.spotify.com/track/5Ts1DYOuouQLgzTaisxWYh,Latvia,viral50,MOVE_UP,,2021-12-31
25232127,Новый год,20,2021-12-31,Стекловата,https://open.spotify.com/track/5Ne6yWmQZ8qrCnOJ2Fc7Tb,Latvia,viral50,NEW_ENTRY,,2021-12-31
25232128,ты похож на кота,21,2021-12-31,zhanulka,https://open.spotify.com/track/1AbuUhtugvlVM4N6EZUjyz,Latvia,viral50,MOVE_UP,,2021-12-31
25232129,Happy Death Day,22,2021-12-31,Xdinary Heroes,https://open.spotify.com/track/3a4VCqofc7Wf7cqfZYu2Ad,Latvia,viral50,MOVE_DOWN,,2021-12-31
25232130,Cocaine Jesus,23,2021-12-31,Rainbow Kitten Surprise,https://open.spotify.com/track/0ZAbupc7jAQpG9IxojQ3s3,Latvia,viral50,SAME_POSITION,,2021-12-31
25232131,Notion,24,2021-12-31,The Rare Occasions,https://open.spotify.com/track/0sTlGEld0h8kIPZaKDYUf4,Latvia,viral50,MOVE_DOWN,,2021-12-31
25232132,Enemy (with JID) - from the series Arcane League of Legends,25,2021-12-31,Imagine Dragons,https://open.spotify.com/track/1r9xUipOqoNwggBpENDsvJ,Latvia,viral50,MOVE_UP,,2021-12-31
25232133,HMU,26,2021-12-31,Tobias Dray,https://open.spotify.com/track/60U1w8wJMlPvXRdPaLAYqi,Latvia,viral50,MOVE_UP,,2021-12-31
25232134,It'll Be Okay,27,2021-12-31,Shawn Mendes,https://open.spotify.com/track/2KnLkZ3z7PO3kgVGHGqDpD,Latvia,viral50,MOVE_DOWN,,2021-12-31
25232135,Pirmās sniegpārsliņas,28,2021-12-31,Paula Ķiete,https://open.spotify.com/track/4vSvfniuuYweN0JfZwhF6p,Latvia,viral50,MOVE_DOWN,,2021-12-31
25232136,Лифон,29,2021-12-31,"uniqe, nkeeei, ARTEM SHILOVETS, SAGARA",https://open.spotify.com/track/1vLBDj2hhzAVskV5OUQ5d2,Latvia,viral50,SAME_POSITION,,2021-12-31
25232137,u.,30,2021-12-31,niteboi,https://open.spotify.com/track/0J7oHYxjF6Oln61wy0kP2i,Latvia,viral50,SAME_POSITION,,2021-12-31
